district_id,total_employment,total_wage_value,total_exposure_value,mean_automatability,State_UT_Code,District_Code,urban_pct,iceberg_index,surface_index,tech_employment,surprise_index,urban_iceberg_index,urban_employment,rural_iceberg_index,rural_employment,industry_hhi,concentration_tier,top_industry_nic,top_industry_share_pct,State_Name,District_Name
08_28,692331323,26471031982189.45,8721194845633.957,28.355723109567684,8,28,75.79908675799086,32.95,68.05,1195160.0,-35.1,27.22,639097013.0,58.44,53234310.0,904.0,distributed,46,20.2,RAJASTHAN,Chittaurgarh
08_29,508025513,34726200489349.734,14585339356229.922,35.42893565678606,8,29,25.09505703422053,42.0,68.05,2636720.0,-26.05,25.62,220706159.0,49.9,287319354.0,708.0,distributed,85,12.8,RAJASTHAN,Kota
08_30,323008783,11314338624509.31,3257489161809.2124,26.112507100461517,8,30,58.82352941176471,28.79,0.0,,28.79,16.85,197328160.0,40.23,125680623.0,1226.0,distributed,11,22.2,RAJASTHAN,Baran
08_31,405992971,13889847480555.645,3298661794468.6694,21.967785489021605,8,31,85.29411764705883,23.75,0.0,,23.75,19.77,358009063.0,48.74,47983908.0,1408.0,distributed,11,27.2,RAJASTHAN,Jhalawar
08_32,1155072031,39393748312952.59,18196348328469.25,27.498937223451804,8,32,75.9375,46.19,0.0,,46.19,27.24,926006038.0,61.98,229065993.0,867.0,distributed,85,14.0,RAJASTHAN,Udaipur
08_33,377787305,10376157944100.604,3295176957296.6064,24.032828874760366,8,33,87.2340425531915,31.76,0.0,,31.76,26.32,351927213.0,50.17,25860092.0,1652.0,moderate,85,27.1,RAJASTHAN,Pratapgarh
09_01,1070000021,51134832195414.58,17745439606306.21,29.191554536247857,9,1,66.28242074927954,34.7,68.05,4697692.0,-33.35,26.79,770538763.0,49.09,299461258.0,1199.0,distributed,47,26.8,UTTAR PRADESH,Saharanpur
09_02,995826463,40007218309803.78,13418231767663.082,30.438096071618464,9,2,61.07382550335571,33.54,0.0,,33.54,31.23,791311414.0,42.0,204515049.0,1506.0,moderate,47,32.9,UTTAR PRADESH,Muzaffarnagar
09_03,599025918,26066184565901.14,7784588997412.05,28.492400412475817,9,3,53.110047846889955,29.86,58.73,1824638.0,-28.87,22.19,492159132.0,53.8,106866786.0,1193.0,distributed,47,25.7,UTTAR PRADESH,Bijnor
09_04,645407112,32034795094466.59,12624448366061.867,31.34160711025504,9,4,31.62393162393162,39.41,58.73,1009374.0,-19.32,32.85,288510606.0,44.79,356896506.0,965.0,distributed,85,19.7,UTTAR PRADESH,Moradabad
09_05,560683252,19884990721736.715,4134867369174.4644,23.4060682216274,9,5,91.66666666666666,20.79,0.0,,20.79,20.51,550082972.0,31.21,10600280.0,1526.0,moderate,47,26.4,UTTAR PRADESH,Rampur
09_06,459039969,14316875947838.5,2695087121421.712,21.73998052065687,9,6,62.295081967213115,18.82,0.0,,18.82,18.23,345577089.0,23.51,113462880.0,1421.0,distributed,11,30.9,UTTAR PRADESH,Jyotiba Phule Nagar
09_07,1070769829,72118181048381.97,29263084194113.285,30.392796874996908,9,7,51.75718849840255,40.58,68.05,18418251.0,-27.47,29.88,634994038.0,49.01,435775791.0,890.0,distributed,47,14.0,UTTAR PRADESH,Meerut
09_08,541964344,33536968645607.582,8571291288300.757,25.631943641359996,9,8,88.88888888888889,25.56,0.0,,25.56,24.78,520922431.0,43.3,21041913.0,1684.0,moderate,11,27.0,UTTAR PRADESH,Baghpat
09_09,1080194269,88706567554645.75,46096981365070.336,41.06716499505487,9,9,6.4,51.97,58.34,17323127.0,-6.37,45.47,100996099.0,52.17,979198170.0,444.0,distributed,47,11.7,UTTAR PRADESH,Ghaziabad
09_10,951766755,73970032625358.95,29398975849614.805,32.012305901291946,9,10,28.11387900355872,39.74,67.76,15312933.0,-28.02,26.53,421575819.0,47.62,530190936.0,443.0,distributed,62,10.6,UTTAR PRADESH,Gautam Buddha Nagar
09_11,570965343,26016265638076.13,10081359616045.441,32.02355142491354,9,11,50.54945054945055,38.75,63.85,6101460.0,-25.1,28.04,400632841.0,53.49,170332502.0,1166.0,distributed,85,25.5,UTTAR PRADESH,Bulandshahr
09_12,846420993,34642505882346.547,12013063009675.506,30.00492216831676,9,12,57.08955223880597,34.68,45.92,11433877.0,-11.24,25.52,652801675.0,53.39,193619318.0,1138.0,distributed,15,19.4,UTTAR PRADESH,Aligarh
09_13,185995130,8145792984322.842,2641060074056.9253,29.997466599672926,9,13,53.125,32.42,0.0,,32.42,23.32,124654385.0,46.57,61340745.0,1931.0,moderate,47,33.5,UTTAR PRADESH,Mahamaya Nagar
09_14,713234378,39172680358756.51,14901131285543.596,30.792806748189154,9,14,57.943925233644855,38.04,68.05,4376708.0,-30.01,28.32,551869714.0,54.17,161364664.0,1113.0,distributed,47,22.8,UTTAR PRADESH,Mathura
09_15,1047761656,52307315712944.51,20401729092345.715,31.25458722272494,9,15,48.0,39.0,0.0,,39.0,31.25,696148672.0,47.45,351612984.0,806.0,distributed,86,15.6,UTTAR PRADESH,Agra
09_16,435390271,16517549450662.703,4610393189272.825,28.707917240580997,9,16,40.43715846994536,27.91,0.0,,27.91,19.62,286055965.0,37.89,149334306.0,1155.0,distributed,23,20.1,UTTAR PRADESH,Firozabad
09_17,468562377,15007923784513.482,3437805925842.5205,23.605695741186977,9,17,72.51908396946564,22.91,0.0,,22.91,15.35,410897775.0,49.34,57664602.0,1595.0,moderate,11,33.8,UTTAR PRADESH,Mainpuri
09_18,1192222235,42293103356919.97,7378231051199.652,19.935753165979346,9,18,88.8235294117647,17.45,0.0,,17.45,15.27,1099271454.0,44.4,92950781.0,2393.0,moderate,11,42.3,UTTAR PRADESH,Budaun
09_19,471204233,27023564999916.047,10219727177093.467,31.4480158758168,9,19,31.25,37.82,0.0,,37.82,27.67,225423971.0,45.23,245780262.0,896.0,distributed,85,17.4,UTTAR PRADESH,Bareilly
09_20,387288323,19969291719231.152,4943603842148.759,22.690020568592473,9,20,68.42105263157895,24.76,0.0,,24.76,18.22,318749917.0,42.81,68538406.0,2312.0,moderate,47,31.2,UTTAR PRADESH,Pilibhit
09_21,608721904,27496362971867.11,9453937764634.668,29.42581405036787,9,21,59.01639344262295,34.38,0.0,,34.38,30.6,434614463.0,42.64,174107441.0,1569.0,moderate,47,32.6,UTTAR PRADESH,Shahjahanpur
09_22,940127258,27858173689805.836,5231825146411.902,17.97953743797607,9,22,93.44978165938865,18.78,0.0,,18.78,18.78,923349069.0,18.77,16778189.0,3070.0,concentrated,11,47.9,UTTAR PRADESH,Kheri
09_23,963039339,27181210999608.562,6642912509903.452,23.004739561205252,9,23,72.31833910034602,24.44,62.99,2717237.0,-38.55,19.29,767134965.0,37.05,195904374.0,1842.0,moderate,47,28.8,UTTAR PRADESH,Sitapur
09_24,895366731,24906545792305.082,4299698501665.5127,17.09625565735431,9,24,100.0,17.26,0.0,,17.26,17.26,895366731.0,,,3499.0,concentrated,11,53.0,UTTAR PRADESH,Hardoi
09_25,1066722713,26102371094100.17,9013509489119.125,28.2691594483867,9,25,67.96536796536796,34.53,0.0,,34.53,28.66,840189974.0,42.15,226532739.0,868.0,distributed,47,18.4,UTTAR PRADESH,Unnao
09_26,1132211218,85109197685574.38,48933224188439.09,39.10774366704949,9,26,25.067385444743934,57.49,60.4,8520238.0,-2.91,33.74,441340012.0,62.42,690871206.0,959.0,distributed,84,22.9,UTTAR PRADESH,Lucknow
09_27,521289264,22129301863083.324,7430007125203.356,25.245717309709306,9,27,75.60975609756098,33.58,0.0,,33.58,22.35,465068639.0,65.63,56220625.0,1117.0,distributed,64,17.6,UTTAR PRADESH,Rae Bareli
09_28,504900820,15550551264664.676,4956552528034.025,27.318925216685766,9,28,60.13513513513513,31.87,0.0,,31.87,26.68,383950216.0,43.18,120950604.0,1473.0,distributed,46,26.4,UTTAR PRADESH,Farrukhabad
09_29,359760391,14064271901334.12,3503483630999.3765,25.28060072269899,9,29,75.53191489361703,24.91,0.0,,24.91,20.43,312971244.0,59.76,46789147.0,1341.0,distributed,11,26.5,UTTAR PRADESH,Kannauj
09_30,627987680,23190101387616.332,6847765171601.534,23.028421630741434,9,30,79.88165680473372,29.53,0.0,,29.53,23.27,561940694.0,54.86,66046986.0,1063.0,distributed,11,19.2,UTTAR PRADESH,Etawah
09_31,454802773,17255588034435.855,6811141324750.827,29.26928983076251,9,31,63.1578947368421,39.47,0.0,,39.47,24.93,306967626.0,54.37,147835147.0,1159.0,distributed,47,24.6,UTTAR PRADESH,Auraiya
09_32,391930375,18788548864740.555,5917502425655.059,27.24265308003937,9,32,80.8080808080808,31.5,0.0,,31.5,27.88,353989312.0,49.7,37941063.0,1925.0,moderate,47,29.8,UTTAR PRADESH,Kanpur Dehat
09_33,1050984146,74729282904000.08,34856602286187.914,36.98477144345491,9,33,21.91435768261965,46.64,68.05,7714374.0,-21.41,26.3,364711032.0,52.07,686273114.0,810.0,distributed,47,14.3,UTTAR PRADESH,Kanpur Nagar
09_34,658211783,21368485228593.887,6932933964072.669,24.916239736775758,9,34,86.76470588235294,32.44,0.0,,32.44,29.52,589202666.0,46.17,69009117.0,1702.0,moderate,85,31.4,UTTAR PRADESH,Jalaun
09_35,287596117,12214726188888.883,5329031030291.607,31.468120839315986,9,35,30.0,43.63,0.0,,43.63,31.35,134002086.0,48.19,153594031.0,1320.0,distributed,64,27.2,UTTAR PRADESH,Jhansi
09_36,237412695,5623158926447.771,1231680030116.0698,20.55183994164368,9,36,100.0,21.9,0.0,,21.9,21.9,237412695.0,,,1838.0,moderate,11,26.5,UTTAR PRADESH,Lalitpur
09_37,571925959,22259682417452.06,9292300617703.926,25.510423080879786,9,37,79.38931297709924,41.74,0.0,,41.74,42.6,506798818.0,34.66,65127141.0,2691.0,concentrated,84,48.0,UTTAR PRADESH,Hamirpur
09_38,228903175,7261261888359.924,2328484297503.345,28.32093025234242,9,38,79.62962962962963,32.07,0.0,,32.07,31.52,211741390.0,38.38,17161785.0,3784.0,concentrated,47,59.6,UTTAR PRADESH,Mahoba
09_39,499022277,24761607275932.48,11247370269505.527,27.270657824344344,9,39,60.3448275862069,45.42,0.0,,45.42,30.8,316512493.0,54.51,182509784.0,1990.0,moderate,84,37.4,UTTAR PRADESH,Banda
09_40,110682813,8964892105727.727,5485818308353.476,33.52441339106083,9,40,48.57142857142857,61.19,0.0,,61.19,13.76,65501385.0,77.06,45181428.0,4555.0,concentrated,85,63.7,UTTAR PRADESH,Chitrakoot
09_41,620265928,24717955467719.543,8516744063449.365,22.994814031599002,9,41,84.375,34.46,68.05,2624718.0,-33.59,30.8,570159303.0,57.76,50106625.0,2294.0,moderate,64,42.8,UTTAR PRADESH,Fatehpur
09_42,845015139,28246314745972.438,9970495049571.621,22.060739502562285,9,42,94.11764705882352,35.3,0.0,,35.3,36.0,818717219.0,21.87,26297920.0,1023.0,distributed,47,18.9,UTTAR PRADESH,Pratapgarh
09_43,651228928,16042876134346.21,3441823906834.544,21.473965770308155,9,43,86.70886075949366,21.45,0.0,,21.45,20.61,595442186.0,29.35,55786742.0,1584.0,moderate,11,33.5,UTTAR PRADESH,Kaushambi
09_44,1325574061,61812135140951.96,29486957888652.47,32.90049103248947,9,44,51.10410094637224,47.7,0.0,,47.7,33.56,871377320.0,55.57,454196741.0,993.0,distributed,84,21.7,UTTAR PRADESH,Allahabad
09_45,812516308,22311679499265.81,4795779700700.612,21.39773374626616,9,45,85.63829787234043,21.49,0.0,,21.49,20.14,739313115.0,38.99,73203193.0,1622.0,moderate,11,36.4,UTTAR PRADESH,Bara Banki
09_46,753301433,20433931861234.35,8024134285615.202,26.301150196354325,9,46,85.62874251497006,39.27,0.0,,39.27,38.63,705066819.0,44.16,48234614.0,2163.0,moderate,49,37.8,UTTAR PRADESH,Faizabad
09_47,615689321,12305330719244.51,4441898412080.498,23.839143053766406,9,47,84.17721518987342,36.1,0.0,,36.1,34.38,575249309.0,47.51,40440012.0,1913.0,moderate,69,30.7,UTTAR PRADESH,Ambedkar Nagar
09_48,833338537,26438301867811.44,10876541120810.92,30.975051053646474,9,48,84.5771144278607,41.14,0.0,,41.14,33.43,747878178.0,59.12,85460359.0,1501.0,moderate,85,24.9,UTTAR PRADESH,Sultanpur
09_49,1011442698,32440493011986.83,8058367823077.954,24.004082610868625,9,49,82.83828382838284,24.84,0.0,,24.84,21.84,937063665.0,52.74,74379033.0,1917.0,moderate,11,28.0,UTTAR PRADESH,Bahraich
09_50,176772613,4237549284343.6665,795668947202.3765,22.650259548559845,9,50,100.0,18.78,0.0,,18.78,18.78,176772613.0,,,2754.0,concentrated,11,44.7,UTTAR PRADESH,Shrawasti
09_51,451656159,13308260916805.404,3421925728380.3896,23.203371262968513,9,51,91.04477611940298,25.71,0.0,,25.71,23.25,427021181.0,47.12,24634978.0,3076.0,concentrated,47,46.1,UTTAR PRADESH,Balrampur
09_52,505805300,17859322910790.164,5211006096104.152,22.30973616862024,9,52,100.0,29.18,0.0,,29.18,29.18,505805300.0,,,2678.0,concentrated,47,43.9,UTTAR PRADESH,Gonda
09_53,539125798,17250950032614.174,6842831018556.349,31.552774686901188,9,53,79.28994082840237,39.67,0.0,,39.67,37.64,466440628.0,46.81,72685170.0,2027.0,moderate,85,35.5,UTTAR PRADESH,Siddharthnagar
09_54,732945581,19930338184480.934,9738976931340.86,26.03771604453635,9,54,84.89583333333334,48.87,0.0,,48.87,45.39,688793256.0,64.42,44152325.0,1276.0,distributed,85,27.0,UTTAR PRADESH,Basti
09_55,409393065,7988655673603.422,2066199524528.7131,23.477949535402534,9,55,100.0,25.86,0.0,,25.86,25.86,409393065.0,,,2486.0,moderate,47,43.6,UTTAR PRADESH,Sant Kabir Nagar
09_56,658644044,15323120250797.484,4415910333630.372,26.522741864859142,9,56,100.0,28.82,0.0,,28.82,28.82,658644044.0,,,1599.0,moderate,47,30.0,UTTAR PRADESH,Mahrajganj
09_57,659035971,22792546488540.758,9748008304105.791,30.656279220672815,9,57,81.76470588235294,42.77,0.0,,42.77,40.86,547299512.0,48.14,111736459.0,1611.0,moderate,47,30.3,UTTAR PRADESH,Gorakhpur
09_58,757088057,24739166713701.125,9879503718661.994,29.129687808689482,9,58,93.71428571428572,39.93,0.0,,39.93,36.0,717082873.0,66.25,40005184.0,1776.0,moderate,47,30.1,UTTAR PRADESH,Kushinagar
09_59,693370000,20746532256219.867,8145032675768.812,30.567607805676467,9,59,73.05699481865285,39.26,0.0,,39.26,37.31,596146579.0,46.22,97223421.0,1927.0,moderate,47,29.8,UTTAR PRADESH,Deoria
09_60,1075010800,16285731958782.4,3239831214214.8804,18.993350936147515,9,60,92.7536231884058,19.89,0.0,,19.89,18.04,1053048979.0,44.28,21961821.0,2013.0,moderate,11,35.4,UTTAR PRADESH,Azamgarh
09_61,601654839,14175655090861.848,4607362240509.142,26.205991138180778,9,61,40.909090909090914,32.5,0.0,,32.5,25.01,418043791.0,37.74,183611048.0,1238.0,distributed,85,24.1,UTTAR PRADESH,Mau
09_62,438693386,9472061083833.559,2734632031377.0596,24.711457802892618,9,62,76.27118644067797,28.87,0.0,,28.87,18.76,398318236.0,55.42,40375150.0,1524.0,moderate,47,28.2,UTTAR PRADESH,Ballia
09_63,878752665,25892849298134.13,9538609193860.195,22.649884402638765,9,63,81.22448979591836,36.84,0.0,,36.84,35.38,797174050.0,45.27,81578615.0,1929.0,moderate,85,36.4,UTTAR PRADESH,Jaunpur
09_64,888132857,33173624016866.01,16097467584257.848,29.393044793956154,9,64,83.09859154929578,48.52,0.0,,48.52,42.11,799455581.0,61.96,88677276.0,1327.0,distributed,84,22.0,UTTAR PRADESH,Ghazipur
09_65,206771623,7485645456466.846,3050231429821.361,28.26229579243207,9,65,73.13432835820896,40.75,0.0,,40.75,35.2,169044124.0,54.5,37727499.0,1584.0,moderate,69,23.3,UTTAR PRADESH,Chandauli
09_66,590364722,25375998325700.168,10550087862117.389,31.86330344611832,9,66,42.1875,41.58,0.0,,41.58,44.06,316636166.0,39.65,273728556.0,1143.0,distributed,47,24.5,UTTAR PRADESH,Varanasi
09_67,279792000,8965944648973.697,3087295441674.0156,28.832190469737792,9,67,85.91549295774648,34.43,0.0,,34.43,33.07,265531474.0,44.56,14260526.0,2079.0,moderate,47,36.0,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi)
09_68,663359044,16818844191473.338,4980717210196.309,25.04386169587021,9,68,73.11827956989248,29.61,68.05,6298227.0,-38.44,17.69,559083374.0,49.13,104275670.0,951.0,distributed,47,18.2,UTTAR PRADESH,Mirzapur
09_69,331315342,7286484789429.649,1445164549234.4482,19.117586013803667,9,69,87.67123287671232,19.83,0.0,,19.83,20.12,318089653.0,17.39,13225689.0,1353.0,distributed,11,17.8,UTTAR PRADESH,Sonbhadra
09_70,674200828,32399758776869.297,11765940144185.752,25.712239140858884,9,70,85.53459119496856,36.31,0.0,,36.31,24.94,604902560.0,73.34,69298268.0,1765.0,moderate,85,27.4,UTTAR PRADESH,Etah
09_71,390170403,13984769073348.04,4777486792827.393,29.291030801775943,9,71,62.20472440944882,34.16,0.0,,34.16,31.76,309327922.0,40.45,80842481.0,1023.0,distributed,15,17.4,UTTAR PRADESH,Kanshiram Nagar
09_72,295259333,12063315221920.0,4872882137053.748,35.75449274041646,9,72,39.34426229508197,40.39,68.05,875892.0,-27.66,36.77,182100761.0,45.32,113158572.0,2113.0,moderate,47,37.4,,
09_73,754178489,50978196993467.95,15167605560754.572,28.42620495992572,9,73,69.68085106382979,29.75,58.8,8513486.0,-29.05,24.26,642134150.0,51.93,112044339.0,803.0,distributed,84,15.4,,
09_74,598779942,30221588699706.566,7582336144330.429,23.577125440342705,9,74,87.91208791208791,25.09,0.0,,25.09,21.1,566923340.0,58.18,31856602.0,1535.0,moderate,11,25.9,,
09_75,199799301,5075175920941.463,1825812808413.6584,20.669884464298082,9,75,100.0,35.98,0.0,,35.98,35.98,199799301.0,,,3554.0,concentrated,46,55.2,,
10_01,923054522,40098934540943.77,10287647019163.793,22.710995261015647,10,1,70.3883495145631,25.66,0.0,,25.66,24.39,847518539.0,37.57,75535983.0,1323.0,distributed,47,26.1,BIHAR,Pashchim Champaran
10_02,862916357,34987811973555.527,8982779308975.99,27.111204450896764,10,2,79.39698492462311,25.67,0.0,,25.67,22.3,804176986.0,51.44,58739371.0,1413.0,distributed,85,21.1,BIHAR,Purba Champaran
10_03,259081353,9343253970390.0,1768856028396.365,19.605747809968992,10,3,100.0,18.93,0.0,,18.93,18.93,259081353.0,,,1704.0,moderate,11,24.0,BIHAR,Sheohar
10_04,806546187,36020312340130.695,9685665122925.129,29.273666839313456,10,4,74.28571428571429,26.89,0.0,,26.89,22.91,738298636.0,53.97,68247551.0,1966.0,moderate,47,29.5,BIHAR,Sitamarhi
10_05,1249848182,66188176294391.56,15345426473619.053,20.085494416924735,10,5,95.41984732824427,23.18,0.0,,23.18,22.23,1232188782.0,59.04,17659400.0,2210.0,moderate,11,32.2,BIHAR,Madhubani
10_06,639667097,21602530451682.89,8025897628191.764,27.129578795774442,10,6,100.0,37.15,0.0,,37.15,37.15,639667097.0,,,1943.0,moderate,85,36.9,BIHAR,Supaul
10_07,931583216,28289481066409.723,7564656835256.151,24.493244791448966,10,7,94.9438202247191,26.74,45.92,8895564.0,-19.18,26.63,922283579.0,34.41,9299637.0,1128.0,distributed,47,18.1,BIHAR,Araria
10_08,347604526,10699121134857.41,3549333386889.1655,27.139126235467078,10,8,62.37623762376238,33.17,0.0,,33.17,34.45,279452094.0,29.52,68152432.0,1706.0,moderate,85,27.5,BIHAR,Kishanganj
10_09,457599193,16872461449699.867,5155024078036.343,29.491706046682058,10,9,55.92105263157895,30.55,0.0,,30.55,23.12,361767549.0,43.58,95831644.0,1126.0,distributed,85,18.5,BIHAR,Purnia
10_10,1011520982,33573426658712.63,9302079032697.094,25.651114796780032,10,10,79.8076923076923,27.71,0.0,,27.71,26.05,953927624.0,41.63,57593358.0,2461.0,moderate,47,43.9,BIHAR,Katihar
10_11,521449679,21571438637391.0,8349201878355.418,21.922352431161798,10,11,100.0,38.7,0.0,,38.7,38.7,521449679.0,,,3919.0,concentrated,85,59.4,BIHAR,Madhepura
10_12,490237023,17149614410493.656,4731426162838.39,26.4148509478084,10,12,88.29787234042553,27.59,0.0,,27.59,23.18,474369003.0,64.46,15868020.0,1519.0,moderate,11,20.6,BIHAR,Saharsa
10_13,636689517,29494195687910.15,10101348557730.24,26.86645662705908,10,13,80.76923076923077,34.25,62.99,377077.0,-28.74,30.55,601459844.0,60.04,35229673.0,1078.0,distributed,85,15.4,BIHAR,Darbhanga
10_14,924569659,40128341124916.27,10863723670827.412,24.64256116592682,10,14,72.27272727272728,27.07,0.0,,27.07,23.67,810764495.0,41.74,113805164.0,1052.0,distributed,47,20.4,BIHAR,Muzaffarpur
10_15,562789603,32574583637804.29,13376246481538.826,24.551412105881,10,15,91.33858267716536,41.06,0.0,,41.06,41.03,553577088.0,43.84,9212515.0,2802.0,concentrated,85,44.3,BIHAR,Gopalganj
10_16,631365403,29535676011035.918,7690092641728.715,22.374498059229005,10,16,88.51351351351352,26.04,0.0,,26.04,25.41,607351473.0,38.39,24013930.0,2238.0,moderate,47,41.9,BIHAR,Siwan
10_17,1458720332,62524718358970.11,17445536303131.902,21.579663174226646,10,17,85.3896103896104,27.9,68.05,14311416.0,-40.15,24.17,1368512934.0,55.41,90207398.0,1311.0,distributed,47,23.4,BIHAR,Saran
10_18,817827495,44260488091326.9,13188186558477.98,23.77018294510432,10,18,70.94972067039106,29.8,0.0,,29.8,23.86,712776950.0,51.54,105050545.0,1482.0,distributed,85,30.7,BIHAR,Vaishali
10_19,1187851912,51797478946902.164,13232765328928.58,25.821360187084466,10,19,86.16600790513834,25.55,45.92,1613386.0,-20.37,25.02,1146829638.0,34.06,41022274.0,1308.0,distributed,47,23.2,BIHAR,Samastipur
10_20,411126860,18467213534262.617,5193093823107.697,27.86514488450842,10,20,46.206896551724135,28.12,0.0,,28.12,19.71,296856201.0,42.47,114270659.0,1090.0,distributed,47,25.7,BIHAR,Begusarai
10_21,695083684,16839002214400.283,3143179694918.153,21.094144163976186,10,21,92.36111111111111,18.67,0.0,,18.67,17.94,682461843.0,33.95,12621841.0,2038.0,moderate,11,37.7,BIHAR,Khagaria
10_22,545245135,20699168287370.895,5439345647832.012,31.55316365887389,10,22,52.976190476190474,26.28,0.0,,26.28,23.3,484887981.0,44.93,60357154.0,1701.0,moderate,15,28.6,BIHAR,Bhagalpur
10_23,592016621,18777974365484.82,4006103193563.6304,23.325528444634564,10,23,100.0,21.33,0.0,,21.33,21.33,592016621.0,,,4530.0,concentrated,15,65.5,BIHAR,Banka
10_24,245720332,19047601139618.023,7746230315775.67,35.57249650489247,10,24,36.53846153846153,40.67,60.73,1614600.0,-20.06,33.25,175740067.0,51.47,69980265.0,1968.0,moderate,85,36.6,BIHAR,Munger
10_25,420935227,8699701995985.773,2655095630865.1685,23.927112468669982,10,25,100.0,30.52,0.0,,30.52,30.52,420935227.0,,,2468.0,moderate,85,40.8,BIHAR,Lakhisarai
10_26,280043464,9951265584145.178,2653676213874.37,29.608180799379205,10,26,67.5,26.67,0.0,,26.67,24.86,248837530.0,39.26,31205934.0,1538.0,moderate,47,24.2,BIHAR,Sheikhpura
10_27,725602701,35798323016420.87,12448643938974.684,29.684815072550748,10,27,65.58139534883722,34.77,0.0,,34.77,34.2,637778362.0,38.05,87824339.0,1270.0,distributed,47,30.8,BIHAR,Nalanda
10_28,1228959674,75433210305646.36,33331376590535.586,36.15999175402283,10,28,28.298279158699806,44.19,65.67,5171120.0,-21.48,35.37,662030171.0,49.11,566929503.0,1341.0,distributed,47,30.0,BIHAR,Patna
10_29,884977600,36199574514855.2,11670337754212.41,29.2786618528145,10,29,65.91928251121077,32.24,0.0,,32.24,25.76,795230189.0,55.39,89747411.0,1255.0,distributed,85,21.3,BIHAR,Bhojpur
10_30,423522793,18902965337011.484,5960999943377.355,25.590668123567152,10,30,100.0,31.53,0.0,,31.53,31.53,423522793.0,,,3098.0,concentrated,47,50.8,BIHAR,Buxar
10_31,395942580,16890947066877.834,4438725431911.908,24.045942818537497,10,31,93.25842696629213,26.28,0.0,,26.28,26.17,392533605.0,34.03,3408975.0,2017.0,moderate,84,32.7,BIHAR,Kaimur (Bhabua)
10_32,729899793,26968623122989.31,8965198232235.814,29.49933848803807,10,32,53.40909090909091,33.24,0.0,,33.24,30.17,615155521.0,42.23,114744272.0,2227.0,moderate,47,42.1,BIHAR,Rohtas
10_33,683472856,34136037634334.914,12898950114338.307,30.79284592565255,10,33,75.0,37.79,0.0,,37.79,36.73,635930370.0,45.8,47542486.0,1995.0,moderate,85,31.3,BIHAR,Aurangabad
10_34,425103637,27859257363768.945,11302237012416.732,35.63925761878756,10,34,33.83084577114428,40.57,0.0,,40.57,37.18,304310836.0,48.04,120792801.0,1967.0,moderate,47,32.4,BIHAR,Gaya
10_35,393056028,15956790087958.562,4178384884033.3516,23.961410419609418,10,35,94.18604651162791,26.19,0.0,,26.19,25.9,390730267.0,49.5,2325761.0,2935.0,concentrated,11,46.3,BIHAR,Nawada
10_36,663189245,17218246507301.54,5493408875167.73,28.026035818892442,10,36,66.07142857142857,31.9,45.92,2419624.0,-14.02,31.21,585834965.0,34.53,77354280.0,1358.0,distributed,85,22.2,BIHAR,Jamui
10_37,282020116,8668172845747.908,2613170418335.723,26.78130534232815,10,37,100.0,30.15,0.0,,30.15,30.15,282020116.0,,,5894.0,concentrated,11,75.3,BIHAR,Jehanabad
10_38,152171740,6447985070039.429,1999250908906.265,28.62746400295167,10,38,100.0,31.01,0.0,,31.01,31.01,152171740.0,,,5269.0,concentrated,47,68.2,BIHAR,Arwal
11_03,7290001,624386886517.7551,346630448347.9899,54.27768314569543,11,3,0.0,55.52,64.95,314885.0,-9.43,,,55.52,7290001.0,2107.0,moderate,84,35.1,SIKKIM,South District
11_04,42695408,3661955903600.679,1815326289381.6553,47.5255929976985,11,4,0.0,49.57,66.4,217943.0,-16.83,,,49.57,42695408.0,1115.0,distributed,84,24.8,SIKKIM,East District
11_05,18861148,895377990947.6823,419735100441.842,31.554325037827308,11,5,100.0,46.88,0.0,,46.88,46.88,18861148.0,,,4222.0,concentrated,84,62.9,,
11_06,21641164,1017697864448.6833,473422210622.492,38.48027299026413,11,6,100.0,46.52,58.73,218483.0,-12.21,46.52,21641164.0,,,2449.0,moderate,84,41.3,,
11_07,32069223,1452759163933.4404,607044513812.9451,34.92147957461333,11,7,100.0,41.79,58.73,607953.0,-16.94,41.79,32069223.0,,,3197.0,concentrated,85,45.0,,
11_08,66596592,3502926055915.113,1536706053707.4968,37.5811014926243,11,8,83.56643356643356,43.87,58.73,374217.0,-14.86,43.11,60862387.0,50.95,5734205.0,1887.0,moderate,84,32.6,,
11_09,49386020,2647653399716.622,1062461348055.3461,34.28616048630522,11,9,100.0,40.13,58.73,44735.0,-18.6,40.13,49386020.0,,,1589.0,moderate,84,29.8,,
11_10,55026081,2966743950221.1787,1373686847250.7964,34.708561616787605,11,10,100.0,46.3,58.73,58378.0,-12.43,46.3,55026081.0,,,2643.0,concentrated,84,41.5,,
12_01,15257624,1064689032209.0,365466411813.3789,26.358471221735194,12,1,88.1578947368421,34.33,0.0,,34.33,34.16,14656409.0,37.06,601215.0,2470.0,moderate,84,44.2,ARUNACHAL PRADESH,Tawang
12_02,21809719,1426967637125.1057,574180804726.0052,31.443105517341934,12,2,51.63043478260869,40.24,0.0,,40.24,37.64,16593243.0,45.45,5216476.0,1300.0,distributed,84,24.2,ARUNACHAL PRADESH,West Kameng
12_03,42460908,2595716010016.408,1074920927913.247,33.43446646962763,12,3,66.77631578947368,41.41,0.0,,41.41,38.75,37722724.0,54.62,4738184.0,1381.0,distributed,85,27.2,ARUNACHAL PRADESH,East Kameng
